


Company,Contacts,URL,"Company Description",Round,Date,Amount,"Round Investors","All Investors","Total Funding",Sector,Industry,Sub-Industry,Country,State,City
"My Wines Direct",3,http://www.mywinesdirect.com,"My Wines Direct, also doing business as MWD Marketing, allows users to buy wine and wine gifts at value prices from undiscovered vineyards.","Series A",2006-11-24,4.2,"Consor Capital","Abacus Advisors;Consor Capital;Dead;DFJ Frontier;Flynn Ventures;McCormick Capital Investors;New Atlantic Ventures;White & Lee",20.87,Internet,eCommerce,"Food & Grocery","United States",California,Napa
"Blue Egg",,http://www.blueegg.com,"Blue Egg - All things being eco","Series A",2006-11-23,5.17,"VantagePoint Capital Partners","VantagePoint Capital Partners",5.17,Internet,"Internet Software & Services",,"United States","New York","New York"
Hightail,71,http://www.hightail.com,"Hightail, formerly YouSendIt, began as way to send the large attachments that email couldn't process, but has subsequently grown to become a suite of online file storage and management capabilities. It is a file collaboration service for both consumers and enterprise. The company's online services span from simple file sharing to complete collaboration services that allow users to securely share, sign and access content from any mobile device or PC.","Series A",2006-11-22,4.7,"Alloy Ventures;Sevin Rosen Funds","Accolade Partners;Adams Street Partners;Alloy Ventures;Cambrian Ventures;Emergence Capital Partners;Jackson Square Ventures;Nick Sturiale;OpenText;Sevin Rosen Funds;Sharespost;Sigma Partners;Western Digital Capital",77.7,Internet,"Internet Software & Services","Data Storage","United States",California,Campbell
"Access Sports Media",,http://www.accesssportsmedia.com,"Access Sports Media, formerly Access 360 Media, provides advertisers cross-platform solutions engaging passionate fans in sports venues nationwide through digital out of home, social media, mobile, and in-venue sponsorships.","Series A",2006-11-22,,"Bessemer Venture Partners","Bessemer Venture Partners;Columbia Capital;Mission Ventures",28.25,Internet,"Internet Software & Services","Advertising Network or Exchange","United States","New York","New York"
"SeeSaw Networks",,http://www.seesawnetworks.com,"SeeSaw Networks is the only out-of-home digital media company that makes it easy to plan, buy, and measure the world's most extensive network of venues. SeeSaw operates SeeSawAds.com which enables advertisers and agencies to customize campaigns across venues, markets, and demographics with unprecedented precision. With SeeSaw, advertisers can reach people where they are. SeeSaw Networks is led by senior executives with proven successes in media, consumer and technology industries. SeeSaw Networks is headquartered in San Francisco. For more information on SeeSaw Networks, please visit www.seesawnetworks.com.","Series A",2006-11-20,10,"Sutter Hill Ventures","Dickey Revocable Living Trust;Sutter Hill Ventures;Undisclosed Venture Investors;Zweben Family Revocable Trust",14.25,Internet,"Internet Software & Services","Advertising Network or Exchange","United States",California,"San Francisco"
Takkle,,http://www.takkle.com,"Takkle is a social network for high school sports and high school athletes","Series A",2006-11-20,7,"Greycroft Partners;Liberty Associated Partners;WMG Investments","Alloy Ventures;CNN;CNN/SI;Greycroft Partners;IJ Smith Enterprises;Jack Schneider;Liberty Associated Partners;Partnership Fund for New York City;Sports Illustrated;WMG Investments",19,Internet,"Internet Software & Services",Social,"United States","New York",Brooklyn
Metaplace,,http://www.metaplace.com,"Metaplace operates an online virtual world.  Ralph Koster announced on his blog today that the venture-backed company is shutting down Metaplace.com, its user-generated content website, effective Jan. 1 2010.  The company itself has not shutdown.","Series A",2006-11-17,2.7,"Undisclosed Investors","Ben Horowitz;Crescendo Ventures;CRV;Marc Andreessen;Playdom;TechCrunch50;Undisclosed Investors",10.9,Internet,"Internet Software & Services",Gaming,"United States",California,"San Diego"
Yodle,367,http://www.yodle.com,"Yodle connects consumers to local businesses simply and cost-effectively. The combination of automated technology and comprehensive customer support makes Yodle easy to use. Yodle's offering is also ROI-driven: local businesses set a budget for which they receive calls and emails from qualified consumers. Today, Yodle delivers results for more than 30,000 local businesses. To do so, Yodle establishes a comprehensive desktop and mobile web presence, implements unique SEO techniques, and deploys proprietary paid search technology that dynamically optimizes online media buys across multiple desktop and mobile outlets. Yodle's solution also includes relationship marketing, display advertising, review/offer management and a simple performance dashboard. Yodle's competitive advantage is derived from the sheer scale of its local performance data across multiple industries. Yodle is ranked #26 in the Forbes list of America's most promising companies.","Series A",2006-11-17,3.5,"Bessemer Venture Partners","Bessemer Venture Partners;DFJ;DFJ Growth Fund;Icon Ventures;MentorTech Ventures;Millennium Technology Value Partners;Web.com Group;Wharton Venture Initiation Program",40.5,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New York","New York"
BrightRoll,160,http://www.brightroll.com,"BrightRoll is a video advertising network helping brands and agencies execute smart video ad campaigns. The BrightRoll platform offers mobile audience data from eXelate and BlueKai to fully managed and self-service customers via the company's programmatic buying console.","Series A",2006-11-17,1,"Auren Hoffman;Felicis Ventures;True Ventures;Uncork Capital","Adams Street Partners;Auren Hoffman;Comerica Bank;Endeavor Group;Felicis Ventures;KPG Ventures;Scale Venture Partners;Trident Capital;True Ventures;Uncork Capital;Undisclosed Investors;Yahoo",39.3,Internet,"Internet Software & Services","Advertising Network or Exchange","United States",California,"San Francisco"
Ripcode,,http://www.ripcode.com,"RipCode, Inc. is an IP Video equipment manufacturer leveraging new methods of high-performance video processing and transmission solutions.","Series A",2006-11-16,7,"ATA Ventures;Covera Ventures;El Dorado Ventures;Vesbridge Partners","ATA Ventures;Covera Ventures;El Dorado Ventures;Granite Ventures;RGB Networks;Vesbridge Partners",32,Internet,"Internet Software & Services",Video,"United States",Texas,Richardson
SodaHead,6,http://www.sodahead.com,"SodaHead is an opinion community focused on discussing today's hottest topics.","Series A",2006-11-15,4.25,"Mohr Davidow Ventures;Ron Conway;Tech Coast Angels","Frontera Group;Mission Ventures;Mohr Davidow Ventures;Ron Conway;Swagbucks;Tech Coast Angels",12.65,Internet,"Internet Software & Services",Social,"United States",California,Encino
skinnyCorp,,http://www.skinnycorp.com,"skinnyCorp, Inc.: Founded in 2001, skinnyCorp is engaged in crowd sourcing for the apparel design vertical. Its flagship online community, Threadless.com, is a highly trafficked, online community which draws together apparel designers to compete for the production of their design, primarily focusing on t-shirt sales to date. T-Shirt designs are submitted by the community, voted on by the community, selected for buy-ability, printed and then sold. The contest winner gets their design manufactured and then the voting community and other site visitors are given the opportunity to purchase products. The community currently has 400,000 users, demonstrating explosive growth over the last 2 years with continued traction.","Series A",2006-11-14,,"Insight Venture Partners","Insight Venture Partners",,Internet,"Internet Software & Services",Social,"United States",Illinois,Chicago
"Smart Information Worldwide",,,"Smart Information Worldwide is a Internet/Internet Software & Services company based in Austin, Texas. Smart Information Worldwide has received investment from Norwest Venture Partners.","Series A",2006-11-13,10,"Norwest Venture Partners","Norwest Venture Partners",10,Internet,"Internet Software & Services",,"United States",Texas,Austin
Syndero,8,http://www.syndero.com,"Syndero is a rapidly growing, next-generation direct response product company that focuses on creating high-quality branded consumer products marketed through online media channels. Syndero develops leading brands within large consumer categories by selling best in class products through a subscription-based model that consumers replenish month after month. The company works with multiple suppliers to create quality products marketed direct to the consumer. Syndero differentiates itself in the market by leveraging a scalable technology platform and a strong team of marketing experts to develop brands and subscription programs that can consistently generate high predictive profitability. Syndero utilizes its proprietary technology platform to leverage the inherent advantages of online distribution, and quickly launch branded products that are profitable, with little to no risk.","Series A",2006-11-13,7,"Trident Capital","Trident Capital",9.2,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"San Francisco"
"Real Girls Media Network",1,http://www.realgirlsmedia.com,"Real Girls Media Network, Inc. is a San Francisco-based, privately held company backed by 3i and WaldenVC. DivineCarolineTM and RGMTM are trademarks of Real Girls Media Network, Inc. More information is available at www.realgirlsmedia.com. The first network site can be accessed at www.divinecaroline.com.","Series A",2006-11-13,6,"3i Group;Walden Venture Capital","3i Group;Walden Venture Capital",6,Internet,"Internet Software & Services",,"United States",California,"San Francisco"
Powerset,,http://www.powerset.com,"Powerset is a San Francisco company building a transformative consumer search engine based on natural language processing. Powerset is leading the next generation of Internet search. Powerset's unique innovations in search are rooted in breakthrough technologies that take advantage of the structure and nuances of natural language. Using these advanced techniques, Powerset is building a large-scale search engine that breaks the confines of keyword search. By making search more natural and intuitive, Powerset is fundamentally changing how we search the web, and delivering higher quality results.","Series A",2006-11-13,10.5,"Bezos Expeditions;Foundation Capital;Founders Fund;Reid Hoffman;Scott Banister","Accelerator Ventures;Amidzad Partners;Bezos Expeditions;CommerceNet;Felicis Ventures;First Round Capital;Foundation Capital;Founders Fund;Microsoft;Reid Hoffman;Scott Banister;TechCrunch50;Undisclosed Investors",20.5,Internet,"Internet Software & Services",Search,"United States",California,"San Francisco"
Etology,1,http://www.etology.com,"Etology.com is an ad marketplace that allows advertisers to buy traffic directly from the company's publishers.","Series A",2006-11-10,4,"DG Incubation;Mustang Ventures","DG Incubation;Mustang Ventures",4,Internet,"Internet Software & Services","Advertising Network or Exchange","United States",California,"Foster City"
AddThis,26,http://www.addthis.com,"AddThis, formerly Clearspring Technologies, aims to connect publishers, services and advertisers to audiences on the social web. Clearsprings AddThis platform aims to allow publishers to distribute and track digital content such as web pages, widgets, and videos to social networks, bookmarking sites, and blogs. Clearspring rebranded to AddThis in May 2012, after Clearspring's acquisition of AddThis.","Series A",2006-11-10,2,"Novak Biddle Venture Partners","Institutional Venture Partners;New Enterprise Associates;Norwest Venture Partners;Novak Biddle Venture Partners;Oracle;Revolution;Rho Ventures;Sharespost;ZG Ventures",45.5,Internet,"Internet Software & Services","Advertising Network or Exchange","United States",Virginia,McLean
Ugenie,,http://www.ugenie.com,"Ugenie is a powerful new tool to help you find the best price on what you want. You can shop for a single item, or customize a bundle of items. Either way, we'll compute the bottom-line price (including shipping, taxes, and discounts). We find the cheapest way to buy the exact items you want from one or more merchant sites. Our prices are accurate, we don't take money from merchants for preferred placements, and it won't cost you a penny. The magic of ugenie's bundles is the freedom to pick out any combination of items you want, then find the cheapest way to buy the whole bundle. Ugenie cherry-picks the best deals from hundreds of merchant sites, factoring in discounts and additional charges, finding you the lowest bottom-line price. You place your order directly from the merchants we find for you.","Series A",2006-11-09,5,"BlueRun Ventures;Sierra Ventures","BlueRun Ventures;Sierra Ventures",5,Internet,"Internet Software & Services",,"United States",California,"Palo Alto"
DayLife,1,http://www.daylife.com,"Daylife is a cloud content and publishing platform for Web destinations, including USA Today, ABC News, NPR, Forbes, and Time Warner Cable's Road Runner. With its Publisher Suite, Daylife helps publishers source, manage and compose high quality media at massive scale, turning material from their own catalog and from the best of the Web into highly engaging reader- and advertiser-friendly sites and applications.    In October 2012, Daylife was acquired by NewsCred. The valuation of Daylife was undisclosed. Other terms of the deal were not released.","Series A",2006-11-08,3,"Archer Martin;The New York Times Company;Undisclosed Venture Investors","Andy Sack;Archer Martin;Arts Alliance;Azeem Azhar;Balderton Capital;Getty Images;Jack Michael Arrington;Lerer Hippeau Ventures;Mike Yavonditte;NewsCred;Scott Heiferman;The Accelerator Group;The New York Times Company;Undisclosed Venture Investors",19.2,Internet,"Internet Software & Services","Content Management","United States","New York","New York"
Zvents,,http://www.zvents.com,"Zvents is the leading local search engine technology company for local businesses, entertainment, and events. Zvents provides a complete and compelling local user experience, enabling users to find, contribute, share and promote local businesses, entertainment, sports activities, retail promotions, events, and performers. The company aggregates rich business and event information from the open-web, user-contributed content, 3rd party event sources, and links high-quality editorial partner content with its search index. Zvents powers a local content and advertising network for hundreds of media partners in the Zvents Media Network.  In December 2011, Zvents was acquired by StubHub, an eBay subsidiary.  Zvents' acquisition price / valuation and other terms of the acquisition were not disclosed.","Series A",2006-11-07,7,"NetService Ventures;Red Rock Ventures;VantagePoint Capital Partners","AT&T;eBay;NAVTEQ;NetService Ventures;NGP Capital;Red Rock Ventures;VantagePoint Capital Partners",31.4,Internet,"Internet Software & Services",Search,"United States",California,"San Mateo"
Polimetrix,7,http://www.polimetrix.com,"Polimetrix provides polling data and analytics. Acquired by YouGov (LSE:YOU) in 2007","Series A",2006-11-06,4.53,"Alloy Ventures","Alloy Ventures;YouGov",4.53,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"Palo Alto"
OneRiot,,http://www.oneriot.com,"OneRiot focuses on the actual content users are sharing via Twitter and Digg. Per the company, OneRiot uses factors in 26 different criteria in its search engine, including a link's freshness, its domain authority or how reputable the Web site is, and velocity or the speed at which a link is shared through the community.    In September 2011, OneRiot was acquired by Walmart.  OneRiot's valuation and other terms of the acquisition were not disclosed.  OneRiot, post-acquisition, will become part of Walmart Labs.","Series A",2006-11-01,5.3,"Appian Ventures;Spark Capital","Appian Ventures;Brad Feld;Commonwealth Capital Ventures;Spark Capital;Walmart",27.3,Internet,"Internet Software & Services",Search,"United States",Colorado,Boulder
Diddit,,http://www.diddit.com,"Diddit is a place to discover new stuff to do.  Keep track of what users wanna do, share stories about their life experiences (their ""diddits""), and meet people like users.Share their favorite things to do around the globe and in their neighborhood. Whether users are into travel, extreme sports, the arts, food, or just about anything else, diddit is designed for users.","Series A",2006-10-30,,Accel,"Accel;Ludic Labs",,Internet,"Internet Software & Services",,"United States",California,"San Mateo"
Winster,,http://www.winster.com,"Winster.com is a social community where players cooperate to help each other solve puzzles to win prizes.","Series A",2006-10-24,1.88,"US Venture Partners","US Venture Partners",2.38,Internet,"Internet Software & Services",Social,"United States",California,"San Mateo"
Box,676,http://www.box.com,"Box is a provider of tools for managing and sharing data online. The service allows users to share, access, and collaborate on files of any type from anywhere. Per the company, they have nearly 2 million users, over 1 million files served every day, and more than 1000 developers in the Box Enabled Network, and the service is used by individuals, small businesses, and Fortune 1000 companies.","Series A",2006-10-20,1.5,DFJ,"A-Grade;Andreessen Horowitz;Bessemer Venture Partners;Coatue Management;DFJ;DFJ Growth Fund;DST Global;Emergence Capital Partners;General Atlantic;Hercules Capital;Intel Capital;ITOCHU Technology Ventures;Macnica;Mark Cuban;Meritech Capital Partners;Mitsui & Co. (U.S.A.);New Enterprise Associates;Public;Salesforce Ventures;Sapphire Ventures;Scale Venture Partners;Social Capital;Telefonica Ventures;Telstra Ventures;TPG Growth;Undisclosed Investors;US Venture Partners;XG Ventures",562.46,Internet,"Internet Software & Services","Data Storage","United States",California,"Los Altos"
IZEA,63,http://www.izea.com,"IZEA, formerly PayPerPost, is a marketplace for consumer generated advertising. The Izea platform connects advertisers with a network of bloggers and other consumer content creators throughout the blogosphere and social networks. It operates properties such as SocialSpark, PayPerPost, Zookoda, Bloggers Choice Awards and RockStartup.","Series A",2006-10-20,3,"DFJ;Inflexion Partners;Village Ventures","DFJ;Gotham Ventures;Inflexion Partners;Public;Village Ventures",10,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",Florida,"Winter Park"
Zannel,,http://www.zannel.com,"Zannel is a mobile social entertainment network that allows users to virally share content across mobile phones, PCs and other connected devices. Zannel was founded by the team which built the largest mobile media platform in the United States, delivering over 100 million transactions per year.","Series A",2006-10-20,6,"Palomar Ventures;US Venture Partners","Alloy Ventures;Palomar Ventures;US Venture Partners",16,Internet,"Internet Software & Services",,"United States",California,"San Francisco"
Supportspace,4,http://www.supportspace.com,"SupportSpace offers a tech support service platform designed to address the problems associated with the rapid adoption of technologies to the home.","Series A",2006-10-19,4.25,"BRM Group;Gemini Israel Ventures","BRM Group;Emergence Capital Partners;Gemini Israel Ventures",36.25,Internet,"Internet Software & Services","Education & Training","United States",California,"South San Francisco"
"Digi Sense",,,"Digi Sense is a Internet/Internet Software & Services company based in Belmont, California. Digi Sense has received investment from vSpring Capital.","Series A",2006-10-19,0.57,"vSpring Capital","vSpring Capital",0.57,Internet,"Internet Software & Services",,"United States",California,Belmont
SpringCM,72,http://www.springcm.com,"SpringCM Content Cloud Services transform the way people find, share, collaborate and work with content. SpringCM combines the ease of use of consumer-focused offerings with robust enterprise-class capabilities designed to put content to work. Unlike consumer Content Cloud Service offerings such as Dropbox and Box, SpringCM was architected for the enterprise from day one with rich security, mobile, sync and business process capabilities. While old school Enterprise Content Management systems such as SharePoint, Documentum and FileNet are expensive to maintain and challenging to use, SpringCM was designed to deliver the functionality of those systems-and more-without frustrating employees, customers and partners.","Series A",2006-10-18,,"Foundation Capital","Bluestem Capital Partners;Crestline Investors;DocuSign;Foundation Capital;Goff Capital;Horizon Technology Finance Management;North Bridge Venture Partners;Panorama Capital;Square 1 Bank;Undisclosed Investors;Wellington Financial",115.6,Internet,"Internet Software & Services","Content Management","United States",Illinois,Chicago
Edgeio,,http://www.edgeio.com,"edgeio is a fully distributed classified advertising platform for the Internet.","Series A - II",2006-10-18,1.5,"Frank Caufield Jr.;Michael Tanne;Ron Conway;Uncork Capital","Frank Caufield Jr.;Intel Capital;Jack Michael Arrington;LookSmart;Michael Tanne;Ron Conway;TransCosmos;Uncork Capital",5,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"Menlo Park"
Billtrust,21,http://www.billtrust.com,"Billtrust accelerates cash flow by automating invoice delivery, invoice payment, and cash application. Companies can improve operational efficiency throughout the invoice-to-cash process with electronic invoicing and payments in a flexible, cloud-based solution.","Series A",2006-10-17,4,"Edison Partners","Bain Capital Ventures;Eckford Group;Edison Partners;Goldman Sachs;KeyCorp;New York Angels;Riverwood Capital;Undisclosed Investors;W Capital Partners",104.47,Internet,"Internet Software & Services","Billing, Expense Management and Procurement","United States","New Jersey",Lawrenceville
"RedBrick Health",103,http://www.redbrickhealth.com,"RedBrick is a health engagement technology company that helps employers reinvigorate their health & wellness programs. The company combines financial accountability, clinical and behavioral insight, social and game mechanics and powerful data analytics to create a personalized and persuasive experience delivered through web, mobile and live interactions. As a result, RedBrick drives healthy behaviors, better outcomes, and stronger returns on everyone's investment in health. The company serves large, self-insured employers and strategic distribution partners.","Series A",2006-10-16,15,"Highland Capital Partners;Versant Ventures","Fidelity Ventures;Highland Capital Partners;Kleiner Perkins Caufield & Byers;Marlin Equity Partners;Versant Ventures;Volition Capital",76.5,Internet,"Internet Software & Services",Healthcare,"United States",Minnesota,Minneapolis
"Top10 Media",,http://www.top10mediainc.com,"Top10 Media is a Internet/Internet Software & Services company based in Cambridge, Massachusetts. Top10 Media's investors include Highland Capital Management and Schooner Capital.","Series A",2006-10-16,3.5,"Highland Capital Partners;Schooner Capital","Dead;Highland Capital Partners;Schooner Capital",3.5,Internet,"Internet Software & Services",,"United States",Massachusetts,Cambridge
Quidsi,116,http://www.quidsi.com,"Quidsi is an e-commerce company and the parent company of Diapers.com (baby care), Soap.com (household essentials) and BeautyBar.com (beauty). Diapers.com was formerly known as 1800diapers.com and changed its name in 2007.","Series A",2006-10-13,4.23,"BEV Capital;Leonard Lodish;MentorTech Ventures;Nicholas Negroponte","Accel;Amazon;Bessemer Venture Partners;BEV Capital;Dead;Leonard Lodish;MentorTech Ventures;New Enterprise Associates;Nicholas Negroponte;Pinnacle Ventures",78.69,Internet,eCommerce,Marketplace,"United States","New Jersey","Jersey City"
Edgeio,,http://www.edgeio.com,"edgeio is a fully distributed classified advertising platform for the Internet.","Series A",2006-10-13,3.5,"Intel Capital;TransCosmos","Frank Caufield Jr.;Intel Capital;Jack Michael Arrington;LookSmart;Michael Tanne;Ron Conway;TransCosmos;Uncork Capital",5,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"Menlo Park"
Umbria,,http://www.umbrialistens.com,"Umbria was a Internet/Internet Software & Services company based in Boulder, Colorado.  Umbria was acquired in 2008.","Series A",2006-10-13,9.17,"Sequel Venture Partners;Vista Ventures;VSP Capital","J.D. Power;Sequel Venture Partners;Vista Ventures;VSP Capital",9.17,Internet,"Internet Software & Services",,"United States",Colorado,Boulder
IntegriChain,,http://www.integrichain.com,"IntegriChain is a channel management cloud used by life sciences suppliers, including nine of the top 10 pharmaceutical manufacturers, to drive channel collaboration and to improve the efficiency of how products reach customers. Pharmaceutical, biopharm/specialty pharma, generics, and consumer health suppliers use IntegriChain to manage their supply chain relationships, inventories, and orders across a vast network of retailers, ecommerce, and distributors. As a suite of informed applications and analytics built on top of aggregated channel inventory and point-of-sale (POS) data, IntegriChain provides customer operations, national accounts, and finance teams with a collaborative, agile, and mobile alternative to ERP and homegrown systems.","Series A",2006-10-13,2,"NJTC Venture Fund","Accel-KKR;Activate Venture Partners;Cross Atlantic Partners;NJTC Venture Fund",2,Internet,"Internet Software & Services",Healthcare,"United States",Pennsylvania,Philadelphia
Vitrue,1,http://www.vitrue.com,"Virtue is a social marketing platform providing advertising solutions on social networking sites to businesses.    In May 2012, Vitrue was acquired by Oracle. The valuation of Vitrue was undisclosed. Other terms of the deal were not released.","Series A",2006-10-10,3.3,"Comcast Interactive Capital;General Catalyst;Ron Conway;Turner Broadcasting System, Inc","Advent Venture Partners;Comcast Interactive Capital;Dace Ventures;General Catalyst;Gold Hill Capital;Industry Ventures;Oracle;Ron Conway;Scale Venture Partners;Turner Broadcasting System, Inc",32.5,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",Georgia,Atlanta
"Marin Software",23,http://www.marinsoftware.com,"Marin Software is a provider of online advertising management solutions, offering an integrated platform for managing search, social, display, and mobile marketing. The company provides solutions for advertisers and agencies, enabling them to improve financial performance, save time, and make better decisions. Marin Enterprise, the company's flagship product, addresses the needs of online marketers on biddable media. Marin Professional delivers the same power and ease of use as Marin Enterprise, through an application designed for marketers spending less than $100,000 per month.  In March 2013, Marin Software went public.","Series A",2006-10-09,2.5,"Amicus Capital;Undisclosed Venture Investors","Amicus Capital;Benchmark;Crosslink Capital;DAG Ventures;Focus Ventures;Public;Sapphire Ventures;Temasek Holdings;Triangle Peak Partners;Undisclosed Investors;Undisclosed Venture Investors",100.76,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"San Francisco"
Bunchball,27,http://www.bunchball.com,"Bunchball is a provider of social gaming services to personals sites, social networks, and online communities. By implementing game mechanics across websites, social networks and mobile applications, businesses can engage users in a more meaningful way and reap tangible business benefits, such as increased customer loyalty and increased time spent on site.","Series A",2006-10-09,2,"Adobe Ventures;Granite Ventures","Adobe Ventures;Correlation Ventures;Granite Ventures;Northport Investments;Triangle Peak Partners",12.5,Internet,"Internet Software & Services",Gaming,"United States",California,"Redwood City"
PopSugar,4,http://www.popsugar.com,"PopSugar delivers the biggest moments, the hottest trends and the best tips in entertainment, fashion, beauty, fitness, and food, and the ability to shop for it all, in one place.","Series A",2006-10-09,5,"Sequoia Capital","Institutional Venture Partners;NBC Universal;Sequoia Capital",46,Internet,eCommerce,"Apparel & Accessories","United States",California,"San Francisco"
Shop.com,2,http://www.shop.com,"SHOP.com is an online ecommerce site.  At the core of SHOP.COM is a is their e-commerce technology known as the Altura Merchant Operating System (AMOS). AMOS aims to be a multi-vendor, multi-lingual, multi-currency merchant system.  This universal shopping cart aims to offer shoppers an easy-to-use, consistent, one-stop shopping platform with great selections and options to search, browse and compare shop for products. Founded in September 1997, SHOP.COM is headquartered in Monterey, California and has international offices in Japan and the United Kingdom.","Series A",2006-10-06,35.65,"Oak Investment Partners","Market America;Oak Investment Partners",35.65,Internet,eCommerce,"Apparel & Accessories","United States",California,Monterey
Marketo,271,http://www.marketo.com,"Marketo, previously MigrationBox, is a provider in Revenue Performance Management. Marketo is a software company focused on account-based marketing, including email, mobile, social, digital ads, web management, and analytics. Mareto sells products for industries including healthcare, technology, financial services, manufacturing, media, and higher education.","Series A",2006-10-06,5.4,"InterWest Partners","Adobe Systems;Battery Ventures;Hummer Winblad Venture Partners;Institutional Venture Partners;InterWest Partners;Lead Edge Capital;Mayfield Fund;Public;Storm Ventures;Techstars;Vista Equity Partners",107.02,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"San Mateo"
"Fat Spaniel Technologies",,http://www.fatspaniel.com,"Fat Spaniel is a provider of remote monitoring and reporting services for renewable energy systems such as solar electric, solar hot water and wind. The company's information services benefit PPA service providers, project finance firms, system installers, manufacturers, commercial owners and residential homeowners. Fat Spaniel solutions address renewable energy information needs in three key areas: operations and maintenance, revenue-grade services, marketing & education. Fat Spaniel's services aim to help maximize the return on investment of renewable energy projects, for owners and operators alike.","Series A",2006-10-06,7,"Applied Ventures;Chrysalix Global Network;Element Partners","Applied Ventures;California Clean Energy Fund;Chrysalix Global Network;Element Partners;Ignition Partners;Pacific Corporate Group;PowerOne Corporation;Undisclosed Investors",29.6,Internet,"Internet Software & Services",Green/Environmental,"United States",California,"San Jose"
Birst,24,http://www.birst.com,"Birst, offered by Success Metrics, is a provider in Cloud BI and Analytics. The company helps organizations make thousands of decisions better, every day, for every person. Birst's patented-pending 2-tier data analytics and BI platform enables enterprises to create a trusted source of data, place it in the context of key business users and then enable business users up and down the organizations to report and analyze the information using world-class BI tools. Thousands of the most demanding businesses trust Birst to make metric-driven business execution a reality.","Series A",2006-10-05,7,"Sequoia Capital","DAG Ventures;Hartford Funds Management Group;Hummer Winblad Venture Partners;Infor;Northgate Capital;Sequoia Capital;Wellington Management",148,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"San Francisco"
Songbird,,http://www.getsongbird.com,"Pioneers of the Inevitable, dba Songbird, is a free and open media player that works with all modern Web services, and across the newest generation of media players and smart phones.","Series A",2006-10-02,1,"Atlas Venture;Sequoia Capital","Atlas Venture;Sequoia Capital;Undisclosed Investors",14.9,Internet,"Internet Software & Services",Music,"United States",California,"San Francisco"
AdRoll,296,http://www.adroll.com,"AdRoll, owned and operated by Semantic Sugar, is a retargeting platform with over 10,000 active advertisers worldwide. The company's marketing platform enables brands of all sizes to create personalized ad campaigns based on their own website data, ensuring maximum return on online advertising spend.","Series A",2006-09-25,0.61,"Accel;Bill Trenchard;Merus Capital;Peter Thiel;Pilot Group;True Ventures","Accel;Bill Trenchard;Bob Pittman;Darwin Ventures;Foundation Capital;Glenmede;Institutional Venture Partners;Merus Capital;Mike Maples;Northgate Capital;Performance Equity Management;Peter Thiel;Pilot Group;Sean Dempsey;Sharespost;True Ventures",89.61,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"San Francisco"
ClickEquations,,http://www.clickequations.com,"ClickEquations, formerly Commerce360, aims to offer powerful pay per click software that aims to help advertisers and agencies manage large paid search campaigns on Google, Yahoo! and MSN more effectively and efficiently.","Series A",2006-09-24,,"Actua Corporation;First Round Capital;Terrapin Partners","Acquisio;Actua Corporation;Ben Franklin Technology Partners of Southeastern PA;First Round Capital;Novitas Capital;PA Early Stage Partners;Terrapin Partners",3.05,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",Pennsylvania,Conshohocken
"Packet Island",1,http://www.packetisland.com,"Packet Island has developed SaaS-based solutions for managing converged media networks carrying voice, data, and video. The Company has introduced a VoIP micro-appliance, a plug-and-play device for monitoring and troubleshooting VoIP networks.","Series A",2006-09-22,2,"Garage Technology Ventures;Rincon Venture Partners;Startup Capital Ventures","Garage Technology Ventures;Rincon Venture Partners;Startup Capital Ventures",2,Internet,"Internet Software & Services",,"United States",California,Cupertino
Genbook,4,http://www.genbook.com,"Genbook is an online booking and appointments system for small business.","Series A",2006-09-22,2.2,"Neo Technology Ventures","Neo Technology Ventures",2.2,Internet,"Internet Software & Services","Customer Relationship Management","United States",California,"San Francisco"
"White Sky",,http://www.idvault.com,"White Sky develops ID Vault, a client-based software product designed to provide security for consumers when they bank and shop online. ID Vault provides protection against existing, new and emerging threats on the Internet by protecting users' credentials on the PC, automating the log in process and delivering safe access to online sites. ID Vault combines the benefits and ease of use of a password manager with multi-faceted 2 factor authentication security designed to protect online accounts.","Series A",2006-09-22,5,"Trinity Ventures","Intersections;Prism VentureWorks;Trinity Ventures",26.52,Internet,"Internet Software & Services","Monitoring & Security","United States",California,"Mountain View"
"Seeking Alpha",,http://www.seekingalpha.com,"Seeking Alpha is a financial website for actionable stock market opinion and analysis.  Seeking Alpha curates articles from top market blogs, money managers, financial experts and investment newsletters and publishes approximately 175 articles daily.  The site also offers free quarterly earnings call transcripts for over 3,000 public companies.","Series A",2006-09-21,,Benchmark,"Accel;Benchmark;DAG Ventures;Lean Investments",7,Internet,"Internet Software & Services","Information Providers & Portals","United States","New York","New York"
